Simplified,Pinyin,Level
没法儿,méifǎr,4
没想到,méi xiǎngdào,4
美金,měijīn,4
美女,měinǚ,4
梦,mèng,4
梦见,mèngjiàn,4
梦想,mèngxiǎng,4
秘密,mìmì,4
秘书,mìshū,4
密,mì,4
密码,mìmǎ,4
密切,mìqiè,4
免费,miǎnfèi,4
面临,miànlín,4
面试,miànshì,4
描述,miáoshù,4
描写,miáoxiě,4
名牌儿,míngpáir,4
名片,míngpiàn,4
名人,míngrén,4
摸,mō,4
模特儿,mótèr,4
模型,móxíng,4
末,mò,4
默默,mòmò,4
哪怕,nǎpà,4
哪,na,4
男女,nánnǚ,4
男士,nánshì,4
难免,nánmiǎn,4
脑袋,nǎodai,4
闹,nào,4
闹钟,nàozhōng,4
内部,nèibù,4
内科,nèikē,4
能干,nénggàn,4
宁静,níngjìng,4
浓,nóng,4
女士,nǚshì,4
暖气,nuǎnqì,4
拍照,pāizhào,4
排列,páiliè,4
牌,pái,4
盘,pán,4
盘子,pánzi,4
胖子,pàngzi,4
培训,péixùn,4
培训班,péixùnbān,4
培养,péiyǎng,4
培育,péiyù,4
批,pī,4
批,pī,4
片面,piànmiàn,4
品质,pǐnzhì,4
平方,píngfāng,4
平静,píngjìng,4
平均,píngjūn,4
平稳,píngwěn,4
迫切,pòqiè,4
破产,pòchǎn,4
妻子,qīzi,4
期待,qīdài,4
期间,qījiān,4
期末,qīmò,4
期限,qīxiàn,4
期中,qīzhōng,4
其余,qíyú,4
企业,qǐyè,4
气球,qìqiú,4
汽水,qìshuǐ,4
汽油,qìyóu,4
器官,qìguān,4
前头,qiántou,4
前途,qiántú,4
浅,qiǎn,4
巧克力,qiǎokèlì,4
切,qiē,4
亲爱,qīn'ài,4
亲密,qīnmì,4
青春,qīngchūn,4
轻松,qīngsōng,4
轻易,qīngyì,4
清醒,qīngxǐng,4
情景,qíngjǐng,4
穷,qióng,4
穷人,qióngrén,4
秋季,qiūjì,4
趋势,qūshì,4
圈,quān,4
权利,quánlì,4
却,què,4
确认,quèrèn,4
然而,rán'ér,4
燃料,ránliào,4
燃烧,ránshāo,4
热闹,rènao,4
热心,rèxīn,4
人家,rénjia,4
日记,rìjì,4
日历,rìlì,4
如今,rújīn,4
弱,ruò,4
伞,sǎn,4
散,sàn,4
扫,sǎo,4
色,sè,4
色彩,sècǎi,4
森林,sēnlín,4
晒,shài,4
闪,shǎn,4
闪电,shǎndiàn,4
善良,shànliáng,4
善于,shànyú,4
伤害,shānghài,4
商务,shāngwù,4
赏,shǎng,4
上个月,shàng ge yuè,4
上楼,shàng lóu,4
上门,shàngmén,4
烧,shāo,4
设施,shèshī,4
设置,shèzhì,4
申请,shēnqǐng,4
身材,shēncái,4
身份,shēnfèn,4
身高,shēngāo,4
深厚,shēnhòu,4
神话,shénhuà,4
神秘,shénmì,4
甚至,shènzhì,4
失败,shībài,4
失望,shīwàng,4
失业,shīyè,4
诗,shī,4
诗人,shīrén,4
湿,shī,4
实施,shíshī,4
实用,shíyòng,4
食堂,shítáng,4
使劲,shǐjìn,4
士兵,shìbīng,4
市区,shìqū,4
似的,shìde,4
事物,shìwù,4
事先,shìxiān,4
试卷,shìjuàn,4
是否,shìfǒu,4
收回,shōuhuí,4
收获,shōuhuò,4
收益,shōuyì,4
手工,shǒugōng,4
手里,shǒu li,4
手术,shǒushù,4
手套,shǒutào,4
守,shǒu,4
首,shǒu,4
受不了,shòubuliǎo,4
售货员,shòuhuòyuán,4
叔叔,shūshu,4
舒适,shūshì,4
熟练,shúliàn,4
暑假,shǔjià,4
树林,shùlín,4
树叶,shùyè,4
数据,shùjù,4
数码,shùmǎ,4
刷,shuā,4
刷牙,shuā yá,4
刷子,shuāzi,4
帅,shuài,4
帅哥,shuàigē,4
率先,shuàixiān,4
睡着,shuìzháo,4
顺序,shùnxù,4
说不定,shuōbudìng,4
说服,shuōfú,4
思考,sīkǎo,4
似乎,sìhū,4
松,sōng,4
松树,sōngshù,4
塑料,sùliào,4
塑料袋,sùliàodài,4
酸,suān,4
酸奶,suānnǎi,4
随手,suíshǒu,4
孙女,sūnnǚ,4
孙子,sūnzi,4
缩短,suōduǎn,4
缩小,suōxiǎo,4
台阶,táijiē,4
台上,táishàng,4
躺,tǎng,4
套餐,tàocān,4
特价,tèjià,4
特殊,tèshū,4
特征,tèzhēng,4
提供,tígōng,4
提醒,tíxǐng,4
体操,tǐcāo,4
体检,tǐjiǎn,4
体重,tǐzhòng,4
替,tì,4
替代,tìdài,4
天真,tiānzhēn,4
填,tián,4
填空,tiánkòng,4
挑,tiāo,4
挑选,tiāoxuǎn,4
调皮,tiáopí,4
挑,tiǎo,4
挑战,tiǎozhàn,4
贴,tiē,4
停下,tíngxia,4
挺,tǐng,4
通知书,tōngzhīshū,4
同情,tóngqíng,4
童话,tónghuà,4
童年,tóngnián,4
统计,tǒngjì,4
统一,tǒngyī,4
痛快,tòngkuài,4
投,tóu,4
投入,tóurù,4
投诉,tóusù,4
投资,tóuzī,4
透,tòu,4
透明,tòumíng,4
图案,tú'àn,4
途中,túzhōng,4
土地,tǔdì,4
推迟,tuīchí,4
推销,tuīxiāo,4
脱,tuō,4
袜子,wàzi,4
外汇,wàihuì,4
外交官,wàijiāoguān,4
外套,wàitào,4
弯,wān,4
晚点,wǎndiǎn,4
万一,wànyī,4
王,wáng,4
网络,wǎngluò,4
网址,wǎngzhǐ,4
微笑,wēixiào,4
微信,wēixìn,4
围巾,wéijīn,4
维持,wéichí,4
维护,wéihù,4
维修,wéixiū,4
尾巴,wěiba,4
未必,wèibì,4
未来,wèilái,4
位于,wèiyú,4
位置,wèizhì,4
味儿,wèir,4
喂,wèi,4
稳,wěn,4
稳定,wěndìng,4
问候,wènhòu,4
无,wú,4
无法,wúfǎ,4
无聊,wúliáo,4
无论,wúlùn,4
无数,wúshù,4
无所谓,wúsuǒwèi,4
无限,wúxiàn,4
五颜六色,wǔyán-liùsè,4
误会,wùhuì,4
西瓜,xīguā,4
吸,xī,4
吸管,xīguǎn,4
吸收,xīshōu,4
吸烟,xīyān,4
吸引,xīyǐn,4
喜爱,xǐ'ài,4
系列,xìliè,4
系统,xìtǒng,4
细,xì,4
细节,xìjié,4
细致,xìzhì,4
下个月,xià ge yuè,4
下降,xiàjiàng,4
下楼,xià lóu,4
下载,xiàzài,4
夏季,xiàjì,4
鲜,xiān,4
鲜花,xiānhuā,4
鲜明,xiānmíng,4
咸,xián,4
显著,xiǎnzhù,4
县,xiàn,4
限制,xiànzhì,4
相处,xiāngchǔ,4
相反,xiāngfǎn,4
箱,xiāng,4
箱子,xiāngzi,4
想念,xiǎngniàn,4
想象,xiǎngxiàng,4
项,xiàng,4
项目,xiàngmù,4
相片,xiàngpiàn,4
消化,xiāohuà,4
销售,xiāoshòu,4
小吃,xiǎochī,4
小伙子,xiǎohuǒzi,4
小型,xiǎoxíng,4
效率,xiàolǜ,4
些,xiē,4
心理,xīnlǐ,4
新郎,xīnláng,4
新娘,xīnniáng,4
新鲜,xīnxiān,4
新型,xīnxíng,4
兴奋,xīngfèn,4
形容,xíngróng,4
形势,xíngshì,4
型,xíng,4
型号,xínghào,4
醒,xǐng,4
兴趣,xìngqù,4
性质,xìngzhì,4
兄弟,xiōngdì,4
胸部,xiōngbù,4
修理,xiūlǐ,4
选择,xuǎnzé,4
学分,xuéfēn,4
学年,xuénián,4
学时,xuéshí,4
学术,xuéshù,4
学问,xuéwen,4
寻找,xúnzhǎo,4
迅速,xùnsù,4
牙,yá,4
牙刷,yáshuā,4
亚运会,Yàyùnhuì,4
呀,ya,4
延长,yáncháng,4
延期,yánqī,4
延续,yánxù,4
严,yán,4
严格,yángé,4
严重,yánzhòng,4
研究,yánjiū,4
研究生,yánjiūshēng,4
研制,yánzhì,4
盐,yán,4
眼镜,yǎnjìng,4
眼泪,yǎnlèi,4
眼里,yǎnli,4
演讲,yǎnjiǎng,4
阳台,yángtái,4
养成,yǎngchéng,4
腰,yāo,4
摇,yáo,4
药物,yàowù,4
要,yào,4
业余,yèyú,4
叶子,yèzi,4
医疗,yīliáo,4
医学,yīxué,4
依靠,yīkào,4
依然,yīrán,4
一律,yīlǜ,4
一再,yīzài,4
一致,yīzhì,4
移,yí,4
移动,yídòng,4
移民,yímín,4
遗产,yíchǎn,4
遗传,yíchuán,4
疑问,yíwèn,4
以及,yǐjí,4
以内,yǐnèi,4
一般来说,yībānláishuō,4
义务,yìwù,4
议论,yìlùn,4
引,yǐn,4
引导,yǐndǎo,4
引进,yǐnjìn,4
引起,yǐnqǐ,4
应,yīng,4
英勇,yīngyǒng,4
营业,yíngyè,4
赢得,yíngdé,4
影子,yǐngzi,4
勇敢,yǒnggǎn,4
勇气,yǒngqì,4
用途,yòngtú,4
优良,yōuliáng,4
优美,yōuměi,4
优秀,yōuxiù,4
邮局,yóujú,4
有劲儿,yǒujìnr,4
有趣,yǒuqù,4
有限,yǒuxiàn,4
幼儿园,yòu'éryuán,4
于是,yúshì,4
语法,yǔfǎ,4
语音,yǔyīn,4
玉,yù,4
玉米,yùmǐ,4
预测,yùcè,4
预订,yùdìng,4
遇,yù,4
遇到,yùdào,4
遇见,yùjiàn,4
原料,yuánliào,4
原则,yuánzé,4
圆,yuán,4
圆满,yuánmǎn,4
约会,yuēhuì,4
月底,yuèdǐ,4
阅读,yuèdú,4
运动会,yùndònghuì,4
运动员,yùndòngyuán,4
运气,yùnqi,4
运用,yùnyòng,4
再三,zàisān,4
在乎,zàihu,4
在于,zàiyú,4
赞成,zànchéng,4
赞赏,zànshǎng,4
赞助,zànzhù,4
造型,zàoxíng,4
战斗,zhàndòu,4
战胜,zhànshèng,4
战士,zhànshì,4
战争,zhànzhēng,4
丈夫,zhàngfu,4
招呼,zhāohu,4
着,zháo,4
着火,zháohuǒ,4
着急,zháojí,4
召开,zhàokāi,4
折,zhé,4
针,zhēn,4
针对,zhēnduì,4
阵,zhèn,4
争论,zhēnglùn,4
征服,zhēngfú,4
征求,zhēngqiú,4
政府,zhèngfǔ,4
政治,zhèngzhì,4
之后,zhīhòu,4
之间,zhījiān,4
之前,zhīqián,4
之一,zhīyī,4
支,zhī,4
植物,zhíwù,4
指挥,zhǐhuī,4
制订,zhìdìng,4
质量,zhìliàng,4
治,zhì,4
治疗,zhìliáo,4
智力,zhìlì,4
智能,zhìnéng,4
中介,zhōngjiè,4
种类,zhǒnglèi,4
中奖,zhòngjiǎng,4
种,zhòng,4
种植,zhòngzhí,4
重量,zhòngliàng,4
逐步,zhúbù,4
逐渐,zhújiàn,4
主题,zhǔtí,4
主席,zhǔxí,4
祝福,zhùfú,4
著名,zhùmíng,4
著作,zhùzuò,4
抓紧,zhuājǐn,4
专心,zhuānxīn,4
转动,zhuǎndòng,4
转告,zhuǎngào,4
转身,zhuǎnshēn,4
转弯,zhuǎnwān,4
转移,zhuǎnyí,4
装修,zhuāngxiū,4
装置,zhuāngzhì,4
追求,zhuīqiú,4
准时,zhǔnshí,4
资料,zīliào,4
资源,zīyuán,4
自,zì,4
自信,zìxìn,4
字母,zìmǔ,4
综合,zōnghé,4
总共,zǒnggòng,4
总理,zǒnglǐ,4
总统,zǒngtǒng,4
总之,zǒngzhī,4
阻止,zǔzhǐ,4
嘴巴,zuǐba,4
最初,zuìchū,4
作出,zuòchū,4
作为,zuòwéi,4
做梦,zuòmèng,4
安慰,ānwèi,5
岸,àn,5
岸上,àn shang,5
按摩,ànmó,5
拔,bá,5
白酒,báijiǔ,5
拜访,bàifǎng,5
版,bǎn,5
扮演,bànyǎn,5
棒,bàng,5
包围,bāowéi,5
包装,bāozhuāng,5
保卫,bǎowèi,5
保养,bǎoyǎng,5
报答,bàodá,5
报警,bàojǐng,5
抱怨,bàoyuàn,5
背包,bēibāo,5
悲剧,bēijù,5
悲伤,bēishāng,5
北极,běijí,5
被动,bèidòng,5
辈,bèi,5
本人,běnrén,5
鼻子,bízi,5
比方,bǐfang,5
比重,bǐzhòng,5
彼此,bǐcǐ,5
必,bì,5
必需,bìxū,5
毕竟,bìjìng,5
闭幕,bìmù,5
闭幕式,bìmùshì,5
边境,biānjìng,5
编辑,biānjí,5
编辑,biānji,5
变动,biàndòng,5
便利,biànlì,5
便条,biàntiáo,5
便于,biànyú,5
宾馆,bīnguǎn,5
饼,bǐng,5
饼干,bǐnggān,5
病毒,bìngdú,5
玻璃,bōli,5
博客,bókè,5
博览会,bólǎnhuì,5
博士,bóshì,5
博物馆,bówùguǎn,5
薄弱,bóruò,5
不顾,bùgù,5
不利,bùlì,5
不耐烦,bù nàifán,5
不幸,bùxìng,5
不易,bùyì,5
补偿,bǔcháng,5
补贴,bǔtiē,5
不曾,bùcéng,5
不得了,bùdéliǎo,5
不敢当,bùgǎndāng,5
不良,bùliáng,5
不免,bùmiǎn,5
不能不,bù néng bù,5
不时,bùshí,5
不停,bù tíng,5
不许,bùxǔ,5
不止,bùzhǐ,5
不足,bùzú,5
部位,bùwèi,5
猜,cāi,5
猜测,cāicè,5
裁判,cáipàn,5
采购,cǎigòu,5
彩票,cǎipiào,5
餐馆,cānguǎn,5
餐厅,cāntīng,5
餐饮,cānyǐn,5
草原,cǎoyuán,5
册,cè,5
层次,céngcì,5
叉,chā,5
叉子,chāzi,5
差别,chābié,5
差距,chājù,5
插,chā,5
查询,cháxún,5
差点儿,chàdiǎnr,5
差一点儿,chàyīdiǎnr,5
拆,chāi,5
拆除,chāichú,5
产业,chǎnyè,5
长度,chángdù,5
长寿,chángshòu,5
肠,cháng,5
尝,cháng,5
尝,cháng,5
尝试,chángshì,5
厂长,chǎngzhǎng,5
场面,chǎngmiàn,5
倡导,chàngdǎo,5
超越,chāoyuè,5
车主,chēzhǔ,5
称,chēng,5
称号,chēnghào,5
成本,chéngběn,5
成交,chéngjiāo,5
成效,chéngxiào,5
成语,chéngyǔ,5
承办,chéngbàn,5
城里,chénglǐ,5
乘,chéng,5
乘车,chéng chē,5
乘客,chéngkè,5
乘坐,chéngzuò,5
吃力,chīlì,5
池子,chízi,5
迟,chí,5
冲动,chōngdòng,5
冲突,chōngtū,5
充足,chōngzú,5
愁,chóu,5
丑,chǒu,5
臭,chòu,5
出版,chūbǎn,5
出差,chūchāi,5
出汗,chūhàn,5
出于,chūyú,5
初期,chūqī,5
除非,chúfēi,5
除夕,chúxī,5
厨房,chúfáng,5
处罚,chǔfá,5
处分,chǔfèn,5
处在,chǔzài,5
传达,chuándá,5
传递,chuándì,5
传真,chuánzhēn,5
窗帘,chuānglián,5
闯,chuǎng,5
创立,chuànglì,5
辞典,cídiǎn,5
辞职,cízhí,5
此后,cǐhòu,5
此刻,cǐkè,5
此时,cǐshí,5
聪明,cōngmíng,5
从而,cóng'ér,5
从中,cóngzhōng,5
脆,cuì,5
存款,cúnkuǎn,5
寸,cùn,5
达成,dáchéng,5
答,dá,5
答复,dáfù,5
打,dǎ,5
打扮,dǎban,5
打包,dǎbāo,5
打击,dǎjī,5
打架,dǎjià,5
打扰,dǎrǎo,5
大胆,dàdǎn,5
大都,dàdū,5
大纲,dàgāng,5
大伙儿,dàhuǒr,5
大奖赛,dàjiǎngsài,5
大脑,dànǎo,5
大事,dàshì,5
大厅,dàtīng,5
大象,dàxiàng,5
大熊猫,dàxióngmāo,5
大于,dàyú,5
大致,dàzhì,5
呆,dāi,5
待,dāi,5
代价,dàijià,5
代理,dàilǐ,5
带有,dàiyǒu,5
贷款,dàikuǎn,5
单一,dānyī,5
胆,dǎn,5
胆小,dǎnxiǎo,5
蛋糕,dàngāo,5
当场,dāngchǎng,5
当代,dāngdài,5
当年,dāngnián,5
当前,dāngqián,5
当选,dāngxuǎn,5
挡,dǎng,5
到来,dàolái,5
倒是,dàoshì,5
道德,dàodé,5
得了,déle,5
得以,déyǐ,5
等候,děnghòu,5
等级,děngjí,5
低于,dīyú,5
地带,dìdài,5
地形,dìxíng,5
地震,dìzhèn,5
递,dì,5
递给,dì gěi,5
典礼,diǎnlǐ,5
点燃,diǎnrán,5
电池,diànchí,5
电饭锅,diànfànguō,5
电子版,diànzǐbǎn,5
调动,diàodòng,5
丢,diū,5
动机,dòngjī,5
动手,dòngshǒu,5
动态,dòngtài,5
动员,dòngyuán,5
冻,dòng,5
洞,dòng,5
豆制品,dòuzhìpǐn,5
毒,dú,5
堆,duī,5
对立,duìlì,5
对应,duìyìng,5
吨,dūn,5
朵,duǒ,5
躲,duǒ,5
儿女,érnǚ,5
耳朵,ěrduo,5
二维码,èrwéimǎ,5
发布,fābù,5
发布,fābù,5
发觉,fājué,5
发射,fāshè,5
发行,fāxíng,5
罚,fá,5
罚款,fákuǎn,5
法规,fǎguī,5
法制,fǎzhì,5
繁荣,fánróng,5
返回,fǎnhuí,5
防治,fángzhì,5
放大,fàngdà,5
放弃,fàngqì,5
分成,fēnchéng,5
分解,fēnjiě,5
分类,fēnlèi,5
分离,fēnlí,5
分析,fēnxī,5
分享,fēnxiǎng,5
丰收,fēngshōu,5
风度,fēngdù,5
风光,fēngguāng,5
封,fēng,5
疯,fēng,5
疯狂,fēngkuáng,5
扶,fú,5
服从,fúcóng,5
幅,fú,5
幅度,fúdù,5
福利,fúlì,5
辅助,fǔzhù,5
负责人,fùzérén,5
附件,fùjiàn,5
改革,gǎigé,5
干脆,gāncuì,5
干扰,gānrǎo,5
干预,gānyù,5
感想,gǎnxiǎng,5
钢笔,gāngbǐ,5
钢琴,gāngqín,5
高大,gāodà,5
高度,gāodù,5
高跟鞋,gāogēnxié,5
高温,gāowēn,5
高于,gāoyú,5
高原,gāoyuán,5
搞,gǎo,5
搞好,gǎohǎo,5
歌曲,gēqǔ,5
隔壁,gébì,5
个儿,gèr,5
跟前,gēnqián,5
跟随,gēnsuí,5
更换,gēnghuàn,5
更新,gēngxīn,5
工艺,gōngyì,5
工作日,gōngzuòrì,5
公告,gōnggào,5
公认,gōngrèn,5
公式,gōngshì,5
公正,gōngzhèng,5
共计,gòngjì,5
共享,gòngxiǎng,5
沟,gōu,5
沟通,gōutōng,5
估计,gūjì,5
古老,gǔlǎo,5
鼓,gǔ,5
鼓励,gǔlì,5
鼓掌,gǔzhǎng,5
顾问,gùwèn,5
怪,guài,5
关怀,guānhuái,5
关键,guānjiàn,5
冠军,guànjūn,5
光荣,guāngróng,5
光线,guāngxiàn,5
广,guǎng,5
广泛,guǎngfàn,5
规划,guīhuà,5
鬼,guǐ,5
柜子,guìzi,5
滚,gǔn,5
锅,guō,5
国籍,guójí,5
国民,guómín,5
过度,guòdù,5
过敏,guòmǐn,5
过于,guòyú,5
害,hài,5
汗,hàn,5
好运,hǎoyùn,5
号召,hàozhào,5
合并,hébìng,5
合成,héchéng,5
盒,hé,5
盒饭,héfàn,5
盒子,hézi,5
贺卡,hèkǎ,5
恨,hèn,5
猴,hóu,5
后悔,hòuhuǐ,5
胡同儿,hútòngr,5
胡子,húzi,5
虎,hǔ,5
华语,Huáyǔ,5
滑,huá,5
化石,huàshí,5
划分,huàfēn,5
画面,huàmiàn,5
环节,huánjié,5
慌,huāng,5
慌忙,huāngmáng,5
灰色,huīsè,5
恢复,huīfù,5
回报,huíbào,5
回避,huíbì,5
回顾,huígù,5
回收,huíshōu,5
回头,huítóu,5
回信,huíxìn,5
回忆,huíyì,5
汇款,huìkuǎn,5
会谈,huìtán,5
活力,huólì,5
活泼,huópō,5
火柴,huǒchái,5
火腿,huǒtuǐ,5
火灾,huǒzāi,5
或是,huòshì,5
机器人,jīqìrén,5
机制,jīzhì,5
肌肉,jīròu,5
基地,jīdì,5
基金,jījīn,5
即使,jíshǐ,5
集团,jítuán,5
挤,jǐ,5
记忆,jìyì,5
技能,jìnéng,5
继承,jìchéng,5
加热,jiārè,5
加上,jiāshàng,5
加速,jiāsù,5
加以,jiāyǐ,5
夹,jiā,5
甲,jiǎ,5
价,jià,5
驾驶,jiàshǐ,5
驾照,jiàzhào,5
坚定,jiāndìng,5
肩,jiān,5
艰苦,jiānkǔ,5
艰难,jiānnán,5
检验,jiǎnyàn,5
减轻,jiǎnqīng,5
剪,jiǎn,5
剪刀,jiǎndāo,5
剪子,jiǎnzi,5
间接,jiànjiē,5
建造,jiànzào,5
建筑,jiànzhù,5
健全,jiànquán,5
键,jiàn,5
键盘,jiànpán,5
将,jiāng,5
将要,jiāngyào,5
奖励,jiǎnglì,5
交代,jiāodài,5
郊区,jiāoqū,5
胶带,jiāodài,5
胶水,jiāoshuǐ,5
脚步,jiǎobù,5
接触,jiēchù,5
接连,jiēlián,5
解除,jiěchú,5
解放,jiěfàng,5
戒,jiè,5
届,jiè,5
今日,jīnrì,5
尽管,jǐnguǎn,5
紧紧,jǐnjǐn,5
尽可能,jìn kěnéng,5
进化,jìnhuà,5
近来,jìnlái,5
经费,jīngfèi,5
景象,jǐngxiàng,5
警告,jǐnggào,5
竞赛,jìngsài,5
竞争,jìngzhēng,5
酒鬼,jiǔguǐ,5
救灾,jiùzāi,5
居然,jūrán,5
局面,júmiàn,5
局长,júzhǎng,5
举动,jǔdòng,5
拒绝,jùjué,5
俱乐部,jùlèbù,5
剧本,jùběn,5
决不,jué bù,5
绝望,juéwàng,5
军人,jūnrén,5
开幕,kāimù,5
开幕式,kāimùshì,5
看成,kànchéng,5
看出,kànchū,5
看待,kàndài,5
考核,kǎohé,5
烤肉,kǎoròu,5
烤鸭,kǎoyā,5
靠近,kàojìn,5
颗,kē,5
咳,ké,5
可,kě,5
可怜,kělián,5
可惜,kěxī,5
渴望,kěwàng,5
刻,kè,5
客户,kèhù,5
客气,kèqi,5
客厅,kètīng,5
课题,kètí,5
肯定,kěndìng,5
空中,kōngzhōng,5
控制,kòngzhì,5
口号,kǒuhào,5
库,kù,5
快活,kuàihuo,5
宽度,kuāndù,5
狂,kuáng,5
亏,kuī,5
困扰,kùnrǎo,5
落,là,5
来信,láixìn,5
烂,làn,5
朗读,lǎngdú,5
浪漫,làngmàn,5
劳动,láodòng,5
梨,lí,5
礼,lǐ,5
礼拜,lǐbài,5
礼貌,lǐmào,5
厉害,lìhai,5
立,lì,5
立场,lìchǎng,5
利润,lìrùn,5
例外,lìwài,5
连接,liánjiē,5
联络,liánluò,5
联想,liánxiǎng,5
脸盆,liǎnpén,5
脸色,liǎnsè,5
恋爱,liàn'ài,5
两岸,liǎng'àn,5
邻居,línjū,5
铃,líng,5
铃声,língshēng,5
领带,lǐngdài,5
令,lìng,5
流动,liúdòng,5
流通,liútōng,5
漏,lòu,5
漏洞,lòudòng,5
逻辑,luójí,5
落实,luòshí,5
码头,mǎtóu,5
骂,mà,5
买卖,mǎimai,5
漫长,màncháng,5
漫画,mànhuà,5
毛笔,máobǐ,5
矛盾,máodùn,5
冒,mào,5
贸易,màoyì,5
煤,méi,5
煤气,méiqì,5
门诊,ménzhěn,5
迷人,mírén,5
迷信,míxìn,5
面貌,miànmào,5
面子,miànzi,5
秒,miǎo,5
敏感,mǐngǎn,5
明亮,míngliàng,5
明明,míngmíng,5
命令,mìnglìng,5
模范,mófàn,5
模仿,mófǎng,5
模糊,móhu,5
模式,móshì,5
摩擦,mócā,5
摩托,mótuō,5
模样,múyàng,5
目光,mùguāng,5
耐心,nàixīn,5
男性,nánxìng,5
南北,nánběi,5
南极,nánjí,5
难得,nándé,5
难以,nányǐ,5
脑子,nǎozi,5
内在,nèizài,5
能量,néngliàng,5
年度,niándù,5
年龄,niánlíng,5
年前,niánqián,5
牛,niú,5
牛仔裤,niúzǎikù,5
农产品,nóngchǎnpǐn,5
女性,nǚxìng,5
暖,nuǎn,5
偶尔,ǒu'ěr,5
偶然,ǒurán,5
偶像,ǒuxiàng,5
拍摄,pāishè,5
排除,páichú,5
旁,páng,5
陪,péi,5
赔,péi,5
赔偿,péicháng,5
配备,pèibèi,5
配套,pèitào,5
喷,pēn,5
盆,pén,5
披,pī,5
皮肤,pífū,5
皮鞋,píxié,5
脾气,píqi,5
匹,pǐ,5
骗,piàn,5
骗子,piànzi,5
拼,pīn,5
频道,píndào,5
频繁,pínfán,5
品,pǐn,5
品,pǐn,5
工艺品,gōngyìpǐn,5
品种,pǐnzhǒng,5
平坦,píngtǎn,5
平原,píngyuán,5
评估,pínggū,5
评论,pínglùn,5
凭,píng,5
泼,pō,5
葡萄,pútao,5
葡萄酒,pútaojiǔ,5
期望,qīwàng,5
齐全,qíquán,5
其,qí,5
启动,qǐdòng,5
启发,qǐfā,5
启事,qǐshì,5
起到,qǐdào,5
起码,qǐmǎ,5
气体,qìtǐ,5
气象,qìxiàng,5
签,qiān,5
签订,qiāndìng,5
签名,qiānmíng,5
签约,qiānyuē,5
签证,qiānzhèng,5
签字,qiānzì,5
前景,qiánjǐng,5
前提,qiántí,5
欠,qiàn,5
枪,qiāng,5
强度,qiángdù,5
墙壁,qiángbì,5
抢,qiǎng,5
抢救,qiǎngjiù,5
强迫,qiǎngpò,5
悄悄,qiāoqiāo,5
敲,qiāo,5
敲门,qiāo mén,5
瞧,qiáo,5
琴,qín,5
勤奋,qínfèn,5
青,qīng,5
清晨,qīngchén,5
清理,qīnglǐ,5
情节,qíngjié,5
情形,qíngxing,5
晴朗,qínglǎng,5
区域,qūyù,5
全都,quándōu,5
全世界,quán shìjiè,5
泉,quán,5
劝,quàn,5
缺乏,quēfá,5
确立,quèlì,5
群体,qúntǐ,5
群众,qúnzhòng,5
染,rǎn,5
绕,rào,5
热量,rèliàng,5
热门,rèmén,5
人间,rénjiān,5
人力,rénlì,5
人士,rénshì,5
人物,rénwù,5
忍,rěn,5
忍不住,rěn bu zhù,5
忍受,rěnshòu,5
认,rèn,5
认定,rèndìng,5
扔,rēng,5
仍旧,réngjiù,5
如此,rúcǐ,5
如同,rútóng,5
如下,rúxià,5
入门,rùmén,5
软,ruǎn,5
软件,ruǎnjiàn,5
洒,sǎ,5
散,sǎn,5
散文,sǎnwén,5
杀,shā,5
杀毒,shādú,5
沙漠,shāmò,5
傻,shǎ,5
山区,shānqū,5
扇,shān,5
扇,shàn,5
扇子,shànzi,5
商标,shāngbiāo,5
上级,shàngjí,5
上下,shàngxià,5
上涨,shàngzhǎng,5
稍,shāo,5
稍微,shāowēi,5
蛇,shé,5
舍不得,shěbude,5
舍得,shěde,5
设想,shèxiǎng,5
社,shè,5
社区,shèqū,5
射,shè,5
射击,shèjī,5
摄像,shèxiàng,5
摄像机,shèxiàngjī,5
摄影,shèyǐng,5
摄影师,shèyǐngshī,5
伸,shēn,5
深处,shēnchù,5
深度,shēndù,5
神,shén,5
神经,shénjīng,5
神奇,shénqí,5
神情,shénqíng,5
升高,shēnggāo,5
生成,shēngchéng,5
声,shēng,5
胜负,shèngfù,5
剩,shèng,5
剩下,shèngxia,5
失误,shīwù,5
师傅,shīfu,5
诗歌,shīgē,5
十足,shízú,5
时常,shícháng,5
时光,shíguāng,5
时机,shíjī,5
时事,shíshì,5
实惠,shíhuì,5
拾,shí,5
使得,shǐde,5
示范,shìfàn,5
式,shì,5
势力,shìlì,5
试图,shìtú,5
视频,shìpín,5
视为,shìwéi,5
收购,shōugòu,5
收集,shōují,5
收拾,shōushi,5
手段,shǒuduàn,5
手法,shǒufǎ,5
寿司,shòusī,5
受灾,shòuzāi,5
瘦,shòu,5
书法,shūfǎ,5
书柜,shūguì,5
书桌,shūzhuō,5
输出,shūchū,5
蔬菜,shūcài,5
熟悉,shúxi,5
鼠,shǔ,5
鼠标,shǔbiāo,5
数目,shùmù,5
摔,shuāi,5
摔倒,shuāidǎo,5
率领,shuàilǐng,5
双手,shuāng shǒu,5
水产品,shuǐchǎnpǐn,5
水分,shuǐfèn,5
水库,shuǐkù,5
水灾,shuǐzāi,5
睡眠,shuìmián,5
说法,shuōfǎ,5
硕士,shuòshì,5
私人,sīrén,5
思维,sīwéi,5
四周,sìzhōu,5
搜,sōu,5
搜索,sōusuǒ,5
宿舍,sùshè,5
