Simplified,Pinyin,Level
不足,bù zú,5
布,bù,5
步骤,bù zhòu,5
部门,bù mén,5
财产,cái chǎn,5
彩虹,cǎi hóng,5
踩,cǎi,5
采访,cǎi fǎng,5
采取,cǎi qǔ,5
参考,cān kǎo,5
参与,cān yù,5
惭愧,cán kuì,5
操场,cāo chǎng,5
操心,cāo xīn,5
册,cè,5
测验,cè yàn,5
曾经,céng jīng,5
叉子,chā zi,5
差距,chā jù,5
插,chā,5
拆,chāi,5
产品,chǎn pǐn,5
产生,chǎn shēng,5
常识,cháng shí,5
长途,cháng tú,5
抄,chāo,5
超级,chāo jí,5
朝,cháo,5
潮湿,cháo shī,5
吵,chǎo,5
吵架,chǎo jià,5
炒,chǎo,5
车库,chē kù,5
车厢,chē xiāng,5
彻底,chè dǐ,5
沉默,chén mò,5
趁,chèn,5
称,chēng,5
称呼,chēng hu,5
称赞,chēng zàn,5
成分,chéng fèn,5
成果,chéng guǒ,5
成就,chéng jiù,5
成立,chéng lì,5
成人,chéng rén,5
成熟,chéng shú,5
成语,chéng yǔ,5
成长,chéng zhǎng,5
承担,chéng dān,5
承认,chéng rèn,5
承受,chéng shòu,5
程度,chéng dù,5
程序,chéng xù,5
诚恳,chéng kěn,5
吃亏,chī kuī,5
持续,chí xù,5
池塘,chí táng,5
迟早,chí zǎo,5
尺子,chǐ zi,5
翅膀,chì bǎng,5
充电器,chōng diàn qì,5
充分,chōng fèn,5
充满,chōng mǎn,5
冲,chōng,5
重复,chóng fù,5
宠物,chǒng wù,5
抽屉,chōu ti,5
抽象,chōu xiàng,5
丑,chǒu,5
臭,chòu,5
出版,chū bǎn,5
出口,chū kǒu,5
出色,chū sè,5
出示,chū shì,5
出席,chū xí,5
初级,chū jí,5
除非,chú fēi,5
除夕,chú xī,5
处理,chǔ lǐ,5
传播,chuán bō,5
传染,chuán rǎn,5
传说,chuán shuō,5
传统,chuán tǒng,5
窗帘,chuāng lián,5
闯,chuǎng,5
创造,chuàng zào,5
吹,chuī,5
词汇,cí huì,5
辞职,cí zhí,5
此外,cǐ wài,5
刺激,cì jī,5
次要,cì yào,5
匆忙,cōng máng,5
从此,cóng cǐ,5
从而,cóng ér,5
从前,cóng qián,5
从事,cóng shì,5
粗糙,cū cāo,5
促进,cù jìn,5
促使,cù shǐ,5
醋,cù,5
催,cuī,5
存在,cún zài,5
措施,cuò shī,5
答应,dā ying,5
达到,dá dào,5
打工,dǎ gōng,5
打交道,dǎ jiāo dào,5
打喷嚏,dǎ pēn tì,5
打听,dǎ ting,5
大方,dà fāng,5
大厦,dà shà,5
大象,dà xiàng,5
大型,dà xíng,5
呆,dāi,5
代表,dài biǎo,5
代替,dài tì,5
待遇,dài yù,5
贷款,dài kuǎn,5
单纯,dān chún,5
单调,dān diào,5
单独,dān dú,5
单位,dān wèi,5
单元,dān yuán,5
担任,dān rèn,5
耽误,dān wu,5
胆小鬼,dǎn xiǎo guǐ,5
淡,dàn,5
当地,dāng dì,5
当心,dāng xīn,5
挡,dǎng,5
倒霉,dǎo méi,5
导演,dǎo yǎn,5
导致,dǎo zhì,5
岛屿,dǎo yǔ,5
到达,dào dá,5
道德,dào dé,5
道理,dào lǐ,5
登记,dēng jì,5
等待,děng dài,5
等于,děng yú,5
滴,dī,5
敌人,dí rén,5
的确,dí què,5
地道,dì dao,5
地理,dì lǐ,5
地区,dì qū,5
地毯,dì tǎn,5
地位,dì wèi,5
地震,dì zhèn,5
递,dì,5
点心,diǎn xin,5
电池,diàn chí,5
电台,diàn tái,5
钓,diào,5
顶,dǐng,5
冻,dòng,5
动画片,dòng huà piān,5
洞,dòng,5
豆腐,dòu fu,5
逗,dòu,5
独立,dú lì,5
独特,dú tè,5
度过,dù guò,5
断,duàn,5
堆,duī,5
兑换,duì huàn,5
对比,duì bǐ,5
对待,duì dài,5
对方,duì fāng,5
对手,duì shǒu,5
对象,duì xiàng,5
吨,dūn,5
蹲,dūn,5
顿,dùn,5
多亏,duō kuī,5
多余,duō yú,5
朵,duǒ,5
躲藏,duǒ cáng,5
恶劣,è liè,5
耳环,ěr huán,5
发表,fā biǎo,5
发愁,fā chóu,5
发达,fā dá,5
发抖,fā dǒu,5
发挥,fā huī,5
发明,fā míng,5
发票,fā piào,5
发言,fā yán,5
罚款,fá kuǎn,5
法院,fǎ yuàn,5
翻,fān,5
繁荣,fán róng,5
反而,fǎn ér,5
反复,fǎn fù,5
反应,fǎn yìng,5
反映,fǎn yìng,5
反正,fǎn zhèng,5
范围,fàn wéi,5
方,fāng,5
方案,fāng àn,5
方式,fāng shì,5
妨碍,fáng ài,5
仿佛,fǎng fú,5
非,fēi,5
肥皂,féi zào,5
废话,fèi huà,5
分别,fēn bié,5
分布,fēn bù,5
分配,fēn pèi,5
分手,fēn shǒu,5
分析,fēn xī,5
纷纷,fēn fēn,5
奋斗,fèn dòu,5
疯狂,fēng kuáng,5
风格,fēng gé,5
风景,fēng jǐng,5
风俗,fēng sú,5
风险,fēng xiǎn,5
讽刺,fěng cì,5
否定,fǒu dìng,5
否认,fǒu rèn,5
幅,fú,5
扶,fú,5
服装,fú zhuāng,5
辅导,fǔ dǎo,5
复制,fù zhì,5
妇女,fù nǚ,5
改革,gǎi gé,5
改进,gǎi jìn,5
改善,gǎi shàn,5
改正,gǎi zhèng,5
概括,gài kuò,5
概念,gài niàn,5
盖,gài,5
干脆,gān cuì,5
干燥,gān zào,5
感激,gǎn jī,5
感受,gǎn shòu,5
感想,gǎn xiǎng,5
赶紧,gǎn jǐn,5
赶快,gǎn kuài,5
干活儿,gàn huó r,5
钢铁,gāng tiě,5
高档,gāo dàng,5
高级,gāo jí,5
搞,gǎo,5
告别,gào bié,5
格外,gé wài,5
隔壁,gé bì,5
个别,gè bié,5
个人,gè rén,5
个性,gè xìng,5
各自,gè zì,5
根,gēn,5
根本,gēn běn,5
公布,gōng bù,5
公开,gōng kāi,5
公平,gōng píng,5
公寓,gōng yù,5
公元,gōng yuán,5
公主,gōng zhǔ,5
功能,gōng néng,5
工厂,gōng chǎng,5
工程师,gōng chéng shī,5
工具,gōng jù,5
工人,gōng rén,5
工业,gōng yè,5
恭喜,gōng xǐ,5
贡献,gòng xiàn,5
沟通,gōu tōng,5
构成,gòu chéng,5
姑姑,gū gu,5
姑娘,gū niang,5
古代,gǔ dài,5
古典,gǔ diǎn,5
股票,gǔ piào,5
骨头,gǔ tou,5
鼓舞,gǔ wǔ,5
鼓掌,gǔ zhǎng,5
固定,gù dìng,5
挂号,guà hào,5
乖,guāi,5
拐弯,guǎi wān,5
怪不得,guài bu de,5
关闭,guān bì,5
官,guān,5
观察,guān chá,5
观点,guān diǎn,5
观念,guān niàn,5
管子,guǎn zǐ,5
冠军,guàn jūn,5
光滑,guāng hua,5
光临,guāng lín,5
光明,guāng míng,5
光盘,guāng pán,5
广场,guǎng chǎng,5
广大,guǎng dà,5
广泛,guǎng fàn,5
归纳,guī nà,5
规矩,guī ju,5
规律,guī lǜ,5
规模,guī mó,5
规则,guī zé,5
柜台,guì tái,5
滚,gǔn,5
锅,guō,5
国庆节,guó qìng jié,5
国王,guó wáng,5
果然,guǒ rán,5
果实,guǒ shí,5
过分,guò fèn,5
过敏,guò mǐn,5
过期,guò qī,5
哈,hā,5
海关,hǎi guān,5
海鲜,hǎi xiān,5
喊,hǎn,5
行业,háng yè,5
豪华,háo huá,5
好客,hào kè,5
好奇,hào qí,5
何必,hé bì,5
何况,hé kuàng,5
合法,hé fǎ,5
合理,hé lǐ,5
合同,hé tong,5
合影,hé yǐng,5
合作,hé zuò,5
和平,hé píng,5
核心,hé xīn,5
恨,hèn,5
猴子,hóu zi,5
后背,hòu bèi,5
后果,hòu guǒ,5
呼吸,hū xī,5
忽然,hū rán,5
忽视,hū shì,5
壶,hú,5
糊涂,hú tu,5
胡说,hú shuō,5
胡同,hú tòng,5
蝴蝶,hú dié,5
花生,huā shēng,5
华裔,huá yì,5
滑,huá,5
划,huà,5
化学,huà xué,5
话题,huà tí,5
怀念,huái niàn,5
怀孕,huái yùn,5
缓解,huǎn jiě,5
幻想,huàn xiǎng,5
慌张,huāng zhāng,5
黄金,huáng jīn,5
恢复,huī fù,5
挥,huī,5
灰,huī,5
灰尘,huī chén,5
灰心,huī xīn,5
汇率,huì lǜ,5
婚礼,hūn lǐ,5
婚姻,hūn yīn,5
活跃,huó yuè,5
伙伴,huǒ bàn,5
火柴,huǒ chái,5
或许,huò xǔ,5
基本,jī běn,5
机器,jī qì,5
激烈,jī liè,5
肌肉,jī ròu,5
及格,jí gé,5
急忙,jí máng,5
急诊,jí zhěn,5
极其,jí qí,5
集合,jí hé,5
集体,jí tǐ,5
集中,jí zhōng,5
寂寞,jì mò,5
系领带,jì lǐng dài,5
纪录,jì lù,5
纪律,jì lǜ,5
纪念,jì niàn,5
计算,jì suàn,5
记录,jì lù,5
记忆,jì yì,5
嘉宾,jiā bīn,5
夹子,jiā zi,5
家庭,jiā tíng,5
家务,jiā wù,5
家乡,jiā xiāng,5
假如,jiǎ rú,5
假设,jiǎ shè,5
假装,jiǎ zhuāng,5
甲,jiǎ,5
价值,jià zhí,5
嫁,jià,5
驾驶,jià shǐ,5
兼职,jiān zhí,5
坚决,jiān jué,5
坚强,jiān qiáng,5
肩膀,jiān bǎng,5
艰巨,jiān jù,5
艰苦,jiān kǔ,5
剪刀,jiǎn dāo,5
捡,jiǎn,5
简历,jiǎn lì,5
简直,jiǎn zhí,5
健身,jiàn shēn,5
建立,jiàn lì,5
建设,jiàn shè,5
建筑,jiàn zhù,5
键盘,jiàn pán,5
讲究,jiǎng jiu,5
讲座,jiǎng zuò,5
酱油,jiàng yóu,5
交换,jiāo huàn,5
交际,jiāo jì,5
交往,jiāo wǎng,5
浇,jiāo,5
胶水,jiāo shuǐ,5
狡猾,jiǎo huá,5
角度,jiǎo dù,5
教材,jiào cái,5
教练,jiào liàn,5
教训,jiào xun,5
接触,jiē chù,5
接待,jiē dài,5
接近,jiē jìn,5
结实,jiē shi,5
阶段,jiē duàn,5
结构,jié gòu,5
结合,jié hé,5
结论,jié lùn,5
结账,jié zhàng,5
节省,jié shěng,5
借口,jiè kǒu,5
届,jiè,5
戒,jiè,5
戒指,jiè zhi,5
金属,jīn shǔ,5
尽快,jǐn kuài,5
紧急,jǐn jí,5
谨慎,jǐn shèn,5
尽力,jìn lì,5
尽量,jìn liàng,5
近代,jìn dài,5
进步,jìn bù,5
进口,jìn kǒu,5
精力,jīng lì,5
精神,jīng shén,5
经典,jīng diǎn,5
经商,jīng shāng,5
经营,jīng yíng,5
酒吧,jiǔ bā,5
救,jiù,5
救护车,jiù hù chē,5
舅舅,jiù jiu,5
居然,jū rán,5
桔子,jú zi,5
俱乐部,jù lè bù,5
具备,jù bèi,5
具体,jù tǐ,5
巨大,jù dà,5
据说,jù shuō,5
捐,juān,5
决赛,jué sài,5
决心,jué xīn,5
绝对,jué duì,5
角色,jué sè,5
军事,jūn shì,5
均匀,jūn yún,5
卡车,kǎ chē,5
开发,kāi fā,5
开放,kāi fàng,5
开幕式,kāi mù shì,5
开水,kāi shuǐ,5
砍,kǎn,5
看不起,kàn bu qǐ,5
看望,kàn wàng,5
靠,kào,5
颗,kē,5
可见,kě jiàn,5
可靠,kě kào,5
可怕,kě pà,5
克,kè,5
克服,kè fú,5
刻苦,kè kǔ,5
客观,kè guān,5
课程,kè chéng,5
空间,kōng jiān,5
控制,kòng zhì,5
空闲,kòng xián,5
口味,kǒu wèi,5
夸,kuā,5
夸张,kuā zhāng,5
会计,kuài jì,5
宽,kuān,5
昆虫,kūn chóng,5
扩大,kuò dà,5
辣椒,là jiāo,5
拦,lán,5
烂,làn,5
朗读,lǎng dú,5
劳动,láo dòng,5
劳驾,láo jià,5
姥姥,lǎo lao,5
老百姓,lǎo bǎi xìng,5
老板,lǎo bǎn,5
老婆,lǎo pó,5
老实,lǎo shi,5
老鼠,lǎo shǔ,5
乐观,lè guān,5
雷,léi,5
类型,lèi xíng,5
冷淡,lěng dàn,5
厘米,lí mǐ,5
梨,lí,5
离婚,lí hūn,5
理论,lǐ lùn,5
理由,lǐ yóu,5
利润,lì rùn,5
利息,lì xī,5
利益,lì yì,5
利用,lì yòng,5
力量,lì liang,5
立即,lì jí,5
立刻,lì kè,5
联合,lián hé,5
连忙,lián máng,5
连续,lián xù,5
恋爱,liàn ài,5
粮食,liáng shi,5
良好,liáng hǎo,5
亮,liàng,5
了不起,liǎo bu qǐ,5
列车,liè chē,5
临时,lín shí,5
灵活,líng huó,5
铃,líng,5
零件,líng jiàn,5
零食,líng shí,5
领导,lǐng dǎo,5
领域,lǐng yù,5
流传,liú chuán,5
流泪,liú lèi,5
浏览,liú lǎn,5
龙,lóng,5
漏,lòu,5
录取,lù qǔ,5
录音,lù yīn,5
陆地,lù dì,5
陆续,lù xù,5
轮流,lún liú,5
论文,lùn wén,5
逻辑,luó ji,5
落后,luò hòu,5
骂,mà,5
麦克风,mài kè fēng,5
馒头,mán tou,5
满足,mǎn zú,5
毛病,máo bìng,5
矛盾,máo dùn,5
冒险,mào xiǎn,5
贸易,mào yì,5
媒体,méi tǐ,5
煤炭,méi tàn,5
眉毛,méi mao,5
美术,měi shù,5
魅力,mèi lì,5
梦想,mèng xiǎng,5
密切,mì qiè,5
秘密,mì mì,5
秘书,mì shū,5
蜜蜂,mì fēng,5
面对,miàn duì,5
面积,miàn jī,5
面临,miàn lín,5
描写,miáo xiě,5
苗条,miáo tiáo,5
敏感,mǐn gǎn,5
名牌,míng pái,5
名片,míng piàn,5
名胜古迹,míng shèng gǔ jì,5
明确,míng què,5
明显,míng xiǎn,5
明星,míng xīng,5
命令,mìng lìng,5
命运,mìng yùn,5
摸,mō,5
摩托车,mó tuō chē,5
模仿,mó fǎng,5
模糊,mó hu,5
模特,mó tè,5
陌生,mò shēng,5
某,mǒu,5
木头,mù tou,5
目标,mù biāo,5
目录,mù lù,5
目前,mù qián,5
哪怕,nǎ pà,5
难怪,nán guài,5
难免,nán miǎn,5
脑袋,nǎo dài,5
内部,nèi bù,5
内科,nèi kē,5
嫩,nèn,5
能干,néng gàn,5
能源,néng yuán,5
嗯,ńg,5
年代,nián dài,5
年纪,nián jì,5
念,niàn,5
宁可,nìng kě,5
牛仔裤,niú zǎi kù,5
农村,nóng cūn,5
农民,nóng mín,5
农业,nóng yè,5
浓,nóng,5
女士,nǚ shì,5
欧洲,ōu zhōu,5
偶然,ǒu rán,5
拍,pāi,5
派,pài,5
盼望,pàn wàng,5
培训,péi xùn,5
培养,péi yǎng,5
赔偿,péi cháng,5
佩服,pèi fú,5
配合,pèi hé,5
盆,pén,5
碰,pèng,5
批,pī,5
批准,pī zhǔn,5
披,pī,5
疲劳,pí láo,5
匹,pǐ,5
片,piàn,5
片面,piàn miàn,5
飘,piāo,5
拼音,pīn yīn,5
频道,pín dào,5
凭,píng,5
平均,píng jūn,5
平,píng,5
平安,píng 'ān,5
平常,píng cháng,5
平等,píng děng,5
平方,píng fāng,5
平衡,píng héng,5
平静,píng jìng,5
评价,píng jià,5
破产,pò chǎn,5
破坏,pò huài,5
迫切,pò qiè,5
期待,qī dài,5
期间,qī jiān,5
其余,qí yú,5
奇迹,qí jì,5
企业,qǐ yè,5
启发,qǐ fā,5
气氛,qì fēn,5
汽油,qì yóu,5
签,qiān,5
谦虚,qiān xū,5
前途,qián tú,5
浅,qiǎn,5
欠,qiàn,5
枪,qiāng,5
墙,qiáng,5
强调,qiáng diào,5
强烈,qiáng liè,5
抢,qiǎng,5
悄悄,qiāo qiāo,5
瞧,qiáo,5
巧妙,qiǎo miào,5
切,qiē,5
亲爱,qīn ài,5
亲切,qīn qiè,5
亲自,qīn zì,5
勤奋,qín fèn,5
清淡,qīng dàn,5
轻视,qīng shì,5
轻易,qīng yì,5
青,qīng,5
青春,qīng chūn,5
青少年,qīng shào nián,5
情景,qíng jǐng,5
情绪,qíng xù,5
请求,qǐng qiú,5
庆祝,qìng zhù,5
球迷,qiú mí,5
趋势,qū shì,5
取消,qǔ xiāo,5
娶,qǔ,5
去世,qù shì,5
圈,quān,5
全面,quán miàn,5
权利,quán lì,5
权力,quán lì,5
劝,quàn,5
缺乏,quē fá,5
确定,què dìng,5
确认,què rèn,5
群,qún,5
燃烧,rán shāo,5
绕,rào,5
热爱,rè ài,5
热烈,rè liè,5
热心,rè xīn,5
人才,rén cái,5
人口,rén kǒu,5
人类,rén lèi,5
人民币,rén mín bì,5
人生,rén shēng,5
人事,rén shì,5
人物,rén wù,5
人员,rén yuán,5
忍不住,rěn bu zhù,5
日常,rì cháng,5
日程,rì chéng,5
日历,rì lì,5
日期,rì qī,5
日用品,rì yòng pǐn,5
日子,rì zi,5
如何,rú hé,5
如今,rú jīn,5
软,ruǎn,5
软件,ruǎn jiàn,5
弱,ruò,5
洒,sǎ,5
嗓子,sǎng zi,5
色彩,sè cǎi,5
杀,shā,5
沙漠,shā mò,5
沙滩,shā tān,5
傻,shǎ,5
晒,shài,5
删除,shān chú,5
闪电,shǎn diàn,5
善良,shàn liáng,5
善于,shàn yú,5
扇子,shàn zi,5
伤害,shāng hài,5
商品,shāng pǐn,5
商务,shāng wù,5
商业,shāng yè,5
上当,shàng dàng,5
蛇,shé,5
舍不得,shě bu de,5
射击,shè jī,5
摄影,shè yǐng,5
设备,shè bèi,5
设计,shè jì,5
设施,shè shī,5
伸,shēn,5
深刻,shēn kè,5
身材,shēn cái,5
身份,shēn fèn,5
神话,shén huà,5
神秘,shén mì,5
升,shēng,5
声调,shēng diào,5
生产,shēng chǎn,5
生动,shēng dòng,5
生长,shēng zhǎng,5
绳子,shéng zi,5
省略,shěng lüè,5
胜利,shèng lì,5
失眠,shī mián,5
失去,shī qù,5
失业,shī yè,5
湿润,shī rùn,5
狮子,shī zi,5
诗,shī,5
实话,shí huà,5
实践,shí jiàn,5
实习,shí xí,5
实现,shí xiàn,5
实验,shí yàn,5
实用,shí yòng,5
时差,shí chā,5
时代,shí dài,5
时刻,shí kè,5
时髦,shí máo,5
时期,shí qī,5
时尚,shí shàng,5
石头,shí tou,5
食物,shí wù,5
使劲儿,shǐ jìn r,5
始终,shǐ zhōng,5
事实,shì shí,5
事物,shì wù,5
事先,shì xiān,5
似的,shì de,5
士兵,shì bīng,5
市场,shì chǎng,5
试卷,shì juàn,5
收获,shōu huò,5
收据,shōu jù,5
手工,shǒu gōng,5
手术,shǒu shù,5
手套,shǒu tào,5
手续,shǒu xù,5
手指,shǒu zhǐ,5
首,shǒu,5
受伤,shòu shāng,5
寿命,shòu mìng,5
书架,shū jià,5
梳子,shū zi,5
舒适,shū shì,5
蔬菜,shū cài,5
输入,shū rù,5
熟练,shú liàn,5
属于,shǔ yú,5
数,shǔ,5
鼠标,shǔ biāo,5
数据,shù jù,5
数码,shù mǎ,5
摔倒,shuāi dǎo,5
甩,shuǎi,5
双方,shuāng fāng,5
税,shuì,5
说不定,shuō bu dìng,5
说服,shuō fú,5
丝绸,sī chóu,5
丝毫,sī háo,5
思考,sī kǎo,5
思想,sī xiǎng,5
撕,sī,5
私人,sī rén,5
似乎,sì hū,5
搜索,sōu suǒ,5
宿舍,sù shè,5
随身,suí shēn,5
随时,suí shí,5
随手,suí shǒu,5
碎,suì,5
损失,sǔn shī,5
缩短,suō duǎn,5
所,suǒ,5
锁,suǒ,5
台阶,tái jiē,5
太极拳,tài jí quán,5
太太,tài tai,5
谈判,tán pàn,5
坦率,tǎn shuài,5
烫,tàng,5
桃,táo,5
淘气,táo qì,5
逃,táo,5
逃避,táo bì,5
讨价还价,tǎo jià huán jià,5
套,tào,5
特色,tè sè,5
特殊,tè shū,5
特征,tè zhēng,5
疼爱,téng ài,5
提倡,tí chàng,5
提纲,tí gāng,5
提问,tí wèn,5
题目,tí mù,5
体会,tǐ huì,5
体贴,tǐ tiē,5
体现,tǐ xiàn,5
体验,tǐ yàn,5
天空,tiān kōng,5
天真,tiān zhēn,5
调皮,tiáo pí,5
调整,tiáo zhěng,5
挑战,tiǎo zhàn,5
通常,tōng cháng,5
统一,tǒng yī,5
痛苦,tòng kǔ,5
痛快,tòng kuài,5
偷,tōu,5
投入,tóu rù,5
投资,tóu zī,5
透明,tòu míng,5
突出,tū chū,5
土地,tǔ dì,5
土豆,tǔ dòu,5
兔子,tù zi,5
吐,tù,5
团,tuán,5
推辞,tuī cí,5
推广,tuī guǎng,5
推荐,tuī jiàn,5
退,tuì,5
退步,tuì bù,5
退休,tuì xiū,5
歪,wāi,5
外公,wài gōng,5
外交,wài jiāo,5
完美,wán měi,5
完善,wán shàn,5
完整,wán zhěng,5
玩具,wán jù,5
万一,wàn yī,5
王子,wáng zǐ,5
往返,wǎng fǎn,5
网络,wǎng luò,5
危害,wēi hài,5
威胁,wēi xié,5
微笑,wēi xiào,5
唯一,wéi yī,5
围巾,wéi jīn,5
围绕,wéi rào,5
维修,wéi xiū,5
违反,wéi fǎn,5
伟大,wěi dà,5
委屈,wěi qū,5
尾巴,wěi ba,5
位于,wèi yú,5
位置,wèi zhi,5
未必,wèi bì,5
未来,wèi lái,5
胃,wèi,5
胃口,wèi kǒu,5
温暖,wēn nuǎn,5
温柔,wēn róu,5
文件,wén jiàn,5
文具,wén jù,5
文明,wén míng,5
文学,wén xué,5
文字,wén zì,5
闻,wén,5
吻,wěn,5
稳定,wěn dìng,5
问候,wèn hòu,5
卧室,wò shì,5
握手,wò shǒu,5
屋子,wū zi,5
无奈,wú nài,5
无数,wú shù,5
无所谓,wú suǒ wèi,5
武术,wǔ shù,5
勿,wù,5
物理,wù lǐ,5
物质,wù zhì,5
雾,wù,5
吸取,xī qǔ,5
吸收,xī shōu,5
戏剧,xì jù,5
系,xì,5
系统,xì tǒng,5
细节,xì jié,5
瞎,xiā,5
下载,xià zǎi,5
吓,xià,5
夏令营,xià lìng yíng,5
鲜艳,xiān yàn,5
显得,xiǎn de,5
显然,xiǎn rán,5
显示,xiǎn shì,5
县,xiàn,5
现代,xiàn dài,5
现实,xiàn shí,5
现象,xiàn xiàng,5
限制,xiàn zhì,5
相处,xiāng chǔ,5
相当,xiāng dāng,5
相对,xiāng duì,5
相关,xiāng guān,5
相似,xiāng sì,5
香肠,xiāng cháng,5
享受,xiǎng shòu,5
想念,xiǎng niàn,5
想象,xiǎng xiàng,5
象棋,xiàng qí,5
象征,xiàng zhēng,5
项,xiàng,5
项链,xiàng liàn,5
项目,xiàng mù,5
消费,xiāo fèi,5
消化,xiāo huà,5
消极,xiāo jí,5
消失,xiāo shī,5
销售,xiāo shòu,5
小麦,xiǎo mài,5
小气,xiǎo qi,5
孝顺,xiào shun,5
效率,xiào lǜ,5
歇,xiē,5
斜,xié,5
写作,xiě zuò,5
心理,xīn lǐ,5
心脏,xīn zàng,5
欣赏,xīn shǎng,5
信号,xìn hào,5
信任,xìn rèn,5
形成,xíng chéng,5
形容,xíng róng,5
形势,xíng shì,5
形式,xíng shì,5
形象,xíng xiàng,5
形状,xíng zhuàng,5
行动,xíng dòng,5
行人,xíng rén,5
行为,xíng wéi,5
幸亏,xìng kuī,5
幸运,xìng yùn,5
性质,xìng zhì,5
兄弟,xiōng dì,5
胸,xiōng,5
休闲,xiū xián,5
修改,xiū gǎi,5
虚心,xū xīn,5
叙述,xù shù,5
宣布,xuān bù,5
宣传,xuān chuán,5
学历,xué lì,5
学术,xué shù,5
学问,xué wèn,5
血,xuè,5
寻找,xún zhǎo,5
询问,xún wèn,5
训练,xùn liàn,5
迅速,xùn sù,5
押金,yā jīn,5
牙齿,yá chǐ,5
严肃,yán sù,5
延长,yán cháng,5
演讲,yǎn jiǎng,5
宴会,yàn huì,5
阳台,yáng tái,5
痒,yǎng,5
样式,yàng shì,5
腰,yāo,5
摇,yáo,5
咬,yǎo,5
要不,yào bù,5
业务,yè wù,5
业余,yè yú,5
夜,yè,5
依然,yī rán,5
一辈子,yí bèi zi,5
一旦,yí dàn,5
一律,yí lǜ,5
一再,yí zài,5
一致,yí zhì,5
疑问,yí wèn,5
移动,yí dòng,5
移民,yí mín,5
遗憾,yí hàn,5
乙,yǐ,5
以及,yǐ jí,5
以来,yǐ lái,5
义务,yì wù,5
亿,yì,5
意外,yì wài,5
意义,yì yì,5
议论,yì lùn,5
因而,yīn ér,5
因素,yīn sù,5
银,yín,5
印刷,yìn shuā,5
英俊,yīng jùn,5
英雄,yīng xióng,5
营养,yíng yǎng,5
营业,yíng yè,5
迎接,yíng jiē,5
影子,yǐng zi,5
应付,yìng fu,5
应用,yìng yòng,5
硬,yìng,5
硬件,yìng jiàn,5
拥抱,yōng bào,5
拥挤,yōng jǐ,5
勇气,yǒng qì,5
用功,yòng gōng,5
用途,yòng tú,5
优惠,yōu huì,5
优美,yōu měi,5
优势,yōu shì,5
悠久,yōu jiǔ,5
油炸,yóu zhá,5
游览,yóu lǎn,5
犹豫,yóu yù,5
有利,yǒu lì,5
幼儿园,yòu ér yuán,5
娱乐,yú lè,5
与其,yǔ qí,5
语气,yǔ qì,5
玉米,yù mǐ,5
预报,yù bào,5
预订,yù dìng,5
预防,yù fáng,5
元旦,yuán dàn,5
原料,yuán liào,5
原则,yuán zé,5
员工,yuán gōng,5
圆,yuán,5
愿望,yuàn wàng,5
乐器,yuè qì,5
晕,yūn,5
运气,yùn qi,5
运输,yùn shū,5
运用,yùn yòng,5
灾害,zāi hài,5
再三,zài sān,5
在乎,zài hu,5
在于,zài yú,5
赞成,zàn chéng,5
赞美,zàn měi,5
糟糕,zāo gāo,5
造成,zào chéng,5
则,zé,5
责备,zé bèi,5
摘,zhāi,5
窄,zhǎi,5
粘贴,zhān tiē,5
展开,zhǎn kāi,5
展览,zhǎn lǎn,5
占,zhàn,5
战争,zhàn zhēng,5
掌握,zhǎng wò,5
涨,zhǎng,5
长辈,zhǎng bèi,5
账户,zhàng hù,5
招待,zhāo dài,5
着火,zháo huǒ,5
着凉,zháo liáng,5
召开,zhào kāi,5
照常,zhào cháng,5
哲学,zhé xué,5
珍惜,zhēn xī,5
真实,zhēn shí,5
针对,zhēn duì,5
诊断,zhěn duàn,5
振动,zhèn dòng,5
阵,zhèn,5
争论,zhēng lùn,5
争取,zhēng qǔ,5
征求,zhēng qiú,5
挣,zhēng,5
睁,zhēng,5
整个,zhěng gè,5
整齐,zhěng qí,5
整体,zhěng tǐ,5
政府,zhèng fǔ,5
政治,zhèng zhì,5
正,zhèng,5
证件,zhèng jiàn,5
证据,zhèng jù,5
支,zhī,5
支票,zhī piào,5
执照,zhí zhào,5
直,zhí,5
指导,zhǐ dǎo,5
指挥,zhǐ huī,5
制定,zhì dìng,5
制度,zhì dù,5
制造,zhì zào,5
制作,zhì zuò,5
志愿者,zhì yuàn zhě,5
智慧,zhì huì,5
治疗,zhì liáo,5
秩序,zhì xù,5
至今,zhì jīn,5
至于,zhì yú,5
中介,zhōng jiè,5
中心,zhōng xīn,5
中旬,zhōng xún,5
种类,zhǒng lèi,5
重大,zhòng dà,5
重量,zhòng liàng,5
周到,zhōu dao,5
猪,zhū,5
竹子,zhú zi,5
逐步,zhú bù,5
逐渐,zhú jiàn,5
主持,zhǔ chí,5
主动,zhǔ dòng,5
主观,zhǔ guān,5
主人,zhǔ rén,5
主任,zhǔ rèn,5
主题,zhǔ tí,5
主席,zhǔ xí,5
主张,zhǔ zhāng,5
煮,zhǔ,5
注册,zhù cè,5
祝福,zhù fú,5
抓,zhuā,5
抓紧,zhuā jǐn,5
专家,zhuān jiā,5
专心,zhuān xīn,5
转变,zhuǎn biàn,5
转告,zhuǎn gào,5
装,zhuāng,5
装饰,zhuāng shì,5
装修,zhuāng xiū,5
撞,zhuàng,5
状况,zhuàng kuàng,5
状态,zhuàng tài,5
追,zhuī,5
追求,zhuī qiú,5
咨询,zī xún,5
姿势,zī shì,5
